use_image,retrieved_docs_count,use_few_shot,query_id,user_query,generated_question,generated_answer
TRUE,4,TRUE,01JEQCYX64FGJHC97Q5HG7ABWA,I need exercises involving real-world rate applications; can you help?,"""A car accelerates uniformly from rest to a speed of $30 \, \text{m/s}$ in $5$ seconds, then continues at a constant speed for another $10$ seconds.\
\text{(a) Find the acceleration during the first $5$ seconds.}\ 
\text{(b) Calculate the total distance traveled by the car in the entire $15$ seconds.}""","375\,\text{m}"
TRUE,4,TRUE,01JEQCYV3H10QH2QQ820WV4K70,Could you give me some problems to practice applying angle properties in circles?,"In the diagram, \( E, F, G, \) and \( H \) lie on a circle with center \( O \). \( EF \) is a diameter of the circle and \( HF \) is a tangent to the circle at \( F \). If \( \angle EOF = 110^\circ \), what is \( \angle EHF \)?",35^\circ
TRUE,4,TRUE,01JEQCYWPS5HTC5M0RFZ5B18V8,Can you provide practice problems on applying rates in real-world contexts?,"The speed-time graph for an object shows the object starts from rest and uniformly accelerates to a speed of \( 30 \text{ m/s} \) in \( 5 \) seconds. It then maintains this speed for another \( 8 \) seconds and finally decelerates uniformly to rest in the next \( 7 \) seconds. 

(a) Find the acceleration during the first \( 5 \) seconds.
(b) Calculate the total distance travelled by the object during the entire motion.","Acceleration=6\text{m/s}^2,Totaldistance=390\text{m}"
TRUE,4,TRUE,01JEQCZAW2Z197JHA83EGFM88F,Where can I find practice questions on rates in practical situations?,"(a) Calculate the instantaneous speed at $t = 7$ s if the acceleration is constant at $3 \, \text{m/s}^2$. 

(b) Determine the total distance covered in the first 12 seconds if the initial speed was $5 \, \text{m/s}$.",26m/s(b)
TRUE,4,TRUE,01JEQCZJ88D6B73ZP89FVB12J1,Do you have any sample questions on applying rates to real-life problems?,"A car accelerates uniformly from rest and its velocity is given by \( v(t) = 5t^2 \) meters per second. 

(a) Determine the acceleration at \( t = 3 \) seconds.

(b) Calculate the total distance traveled by the car in the first 4 seconds.","(a)30m/s^2,(b)106.67meters"
TRUE,4,TRUE,01JEQCZQFGVV50PNH7T1EYYVBM,Could you give me some problems to practice rates in real-world contexts?,"A car accelerates uniformly from rest and reaches a speed of 24 m/s in 8 seconds. 

(a) Calculate the acceleration of the car.

(b) Determine the total distance covered by the car in this period.",(a)Acceleration:3m/s²(b)Distance:96meters
TRUE,4,TRUE,01JEQCZX5V2M7KJNF9430PX072,Can you provide practice problems on finding the probability of single events?,"A basket contains 50 apples, 35 oranges, and 25 bananas. A fruit is picked at random from the basket and then replaced.\newline (i) Find the probability of not picking an orange, express your answer in simplest form.",\(\frac{15}{22}\)
TRUE,4,TRUE,01JEQD01EQE5QK7HFF671Z0DG2,I need exercises involving probability of single events; can you help?,"A jar contains 18 red marbles, 24 blue marbles, and 8 green marbles. A marble is chosen at random from the jar and then replaced.\( \)
Calculate the probability that the marble chosen is not blue, express your answer in its simplest form.",\frac{13}{25}
TRUE,4,TRUE,01JEQD05MNPAEB13YH5PDXYDNS,Where can I find practice questions on basic probability?,"A jar contains 25 red marbles, 30 blue marbles, and 15 yellow marbles. A marble is chosen at random from the jar and then replaced.\( \) (i) Find the probability of not picking a blue marble, express your answer to the lowest term.",\(\frac{4}{7}\)
TRUE,4,TRUE,01JEQD0AANBJ6ND8Q2W04XKVDE,Do you have any sample questions on calculating probabilities of single events?,"A jar contains 8 red marbles, 12 blue marbles, and 10 white marbles. A marble is drawn at random from the jar.\n(a) What is the probability that the marble is not blue?",\frac{3}{5}
TRUE,4,TRUE,01JEQD0GDVAE73BHCVYJKTPK1C,Could you give me some problems to practice finding probability of single events?,"A box contains 25 red marbles, 15 white marbles, and 10 blue marbles. A marble is randomly selected from the box and then replaced. \[ \text{(i)} \] Find the probability that it is not red.",\frac{1}{2}
TRUE,4,TRUE,01JEQD0JJY4ZBVA9C0EYDMYZNB,I need exercises involving elimination method for simultaneous equations; can you help?,"Solve the simultaneous equations.
\[ 5x - 2y = 12 \]
\[ 3x + 4y = -6 \]
You must show your working.","x=\frac{18}{13},y=\frac{-93}{26}"
TRUE,4,TRUE,01JEQD0HDJJE5AD0TWPM5ZTBEX,Can you provide practice problems on solving simultaneous equations using elimination?,"Solve the simultaneous equations using the method of elimination:
\[
5x - 3y = 9 \\
10x + 2y = 4
\]
Show all your work.","x=\frac{3}{4},y=-\frac{7}{4}"
TRUE,4,TRUE,01JEQD0Z6FDTDZDS7RRSS72BRP,Do you have any sample questions on elimination method for simultaneous equations?,"Solve the simultaneous equations:
\[ 5x + 3y = 18 \]
\[ x - 2y = 4 \]
You must show your working.","x=5,y=0"
TRUE,4,TRUE,01JEQD0TP32XZ091WY1XVGK8PV,Where can I find practice questions on solving equations by elimination?,"Solve the simultaneous equations using the method of elimination.

\[ 3x + 5y = 7 \]
\[ 5x - 4y = 13 \]","x=3,y=-0.4"
TRUE,4,TRUE,01JEQD1A34WGF6CSTZG2ECKE78,Could you give me some problems to practice solving simultaneous equations by elimination?,"Solve the simultaneous equations:
\[ 5x + 2y = 10 \]
\[ 3x - 4y = -2 \]
You must show your working.","x=\frac{18}{13},y=-\frac{50}{13}"
TRUE,4,TRUE,01JEQD1Q7F2ZJDCDR3SG1QBRV5,Can you provide practice problems on evaluating algebraic formulas?,"Given the formula \( x = a - \frac{c^2}{d} \), find \( x \) when \( a = 10 \), \( c = 4 \), and \( d = 8 \).",8
TRUE,4,TRUE,01JEQD1SVYVV82KAS08EQQB84B,I need exercises involving evaluating algebraic expressions; can you help?,"Given the formula \( z = c + \frac{du^2}{m} \), find \( z \) when \( c = 5 \), \( d = 2 \), \( u = -3 \), and \( m = 6 \).",8
TRUE,4,TRUE,01JEQD1WJKS1TZQM2D2T36P898,Where can I find practice questions on evaluating formulas?,"Given the formula \( y = c + \frac{mx^2}{n} \), find \( y \) when \( c = 4 \), \( m = 6 \), \( x = -3 \), and \( n = 2 \).",31
TRUE,4,TRUE,01JEQD22GFPQZ59TRRG8TZVXFA,Do you have any sample questions on evaluating algebraic equations?,"Given the formula \( z = c + \frac{dw^3}{m} \), evaluate \( z \) when \( c = 4 \), \( d = 2 \), \( w = -3 \), and \( m = 6 \).",-5
TRUE,4,TRUE,01JEQD24ZYG75NGJG2PR27BZMH,Could you give me some problems to practice evaluating algebraic formulas?,"Given the formula \( z = \frac{p + 3q^2}{2m} \), find \( z \) when \( p = 8 \), \( q = -2 \), and \( m = 4 \).",\(\frac{5}{2}\)
FALSE,4,TRUE,01JEQD2CCWDAGK4SJB6RT6RQYX,I need some exercises involving matrix multiplication; can you help?,"Determine the matrix product \( R = QN \), where the matrices \( Q \) and \( N \) are given as follows:
\[ Q = \begin{bmatrix} 1 & 3 \\ 4 & 7 \end{bmatrix}, \quad N = \begin{bmatrix} 4 & 5 \\ 6 & 8 \end{bmatrix}. \]",\[\begin{bmatrix}22&29\\58&76\end{bmatrix}\]
FALSE,4,TRUE,01JEQD28B9J1ACVQVQHX3JS44K,Can you provide practice problems on multiplying two matrices?,"Calculate the result of multiplying matrices C and D, where: \[ C = \begin{bmatrix} 4 & -1 \\ 0 & 2 \\ 3 & 5 \end{bmatrix}, \quad D = \begin{bmatrix} 5 & 0 \\ 2 & 1 \end{bmatrix}. \]",\begin{bmatrix}18&-1\\4&2\\25&5\end{bmatrix}
FALSE,4,TRUE,01JEQD2GXM7A5YR83M19EH5777,Where can I find practice questions on multiplication of matrices?,"Calculate the product matrix \( C = XY \), where \( X \) and \( Y \) are defined as follows: \[ X = \begin{bmatrix} 4 & 0 & -1 \\ -2 & 3 & 5 \\ 1 & 1 & 2 \end{bmatrix}, \quad Y = \begin{bmatrix} 3 & 2 \\ 1 & 0 \\ -1 & 4 \end{bmatrix}. \]",\(C=\begin{bmatrix}13&4\\-8&16\\2&10\end{bmatrix}\)
FALSE,4,TRUE,01JEQD2Q714MPQ1G8HE6CH0A9G,Could you give me some problems to practice matrix multiplication?,"Sarah and Michael are shopping from two different stores, X and Y. Store X applies a 15% discount on all items, whereas Store Y applies a 25% discount. Construct a matrix Q, and let matrix D include the costs, so that the product QD yields the amounts Sarah and Michael have to pay respectively. Let matrix D be given by \[ D = \begin{bmatrix} 50 & 70 \\ 80 & 90 \end{bmatrix} \]. Find the product QD.",\begin{bmatrix}42.5&59.5\\60&67.5\end{bmatrix}
FALSE,4,TRUE,01JEQD2KE0VF8XN04HAT6RFMFG,Do you have any sample questions on multiplying two matrices?,"If a local bookstore offers a 30% discount on all new arrivals and a 15% discount on bestsellers, which matrix multiplication would represent adjusting the original prices of books purchased by Alice and Bob at this bookstore? Use matrix \( X \) representing original prices, and find the product with a suitable discount matrix \( D \).",\(T=\begin{bmatrix}7&17\\10.5&21.25\end{bmatrix}\)
FALSE,4,TRUE,01JEQD3TE16YZRF0SZJ34KTMN4,"Do you have any sample questions on finding mean, median, and mode?","Jessica recorded the time taken (in minutes) by six students to solve a math problem in a competition. The median time is 12 minutes, the mode is 10 minutes, and the mean time is 14 minutes. Determine the range of the recorded times.",Therangeoftimesis10minutes.
FALSE,4,TRUE,01JEQD326MJMN1GFY2MQFB0FSP,"Can you provide practice problems on finding the mean, median, and mode?","Lara has a collection of six positive integers. The median of these numbers is 9, the mode is 12, and the mean is 10. If the range of these numbers is 15, determine the six numbers.","Thesixnumbersare5,8,9,12,12,and20."
FALSE,4,TRUE,01JEQD3GXX1FY9X3NFY4MH63GM,"I need exercises involving calculating mean, median, and mode; can you help?","Adele has a set of seven integers in her data collection. The median of the numbers is 12, the mode is 10, and the arithmetic mean is 15. If the range of the set is 20, determine the seven integers.","Thesevenintegerscouldbe[9,10,10,12,14,20,29]."
FALSE,4,TRUE,01JEQD3JD1DCRJTYWGMBR9DB1A,"Where can I find practice questions on mean, median, and mode?","In a class of 9 students, the median score on a math test is 75, while the mode is 72, and the mean score is 78. If the highest score is 89, what is the most likely range of the scores?",Themostlikelyrangeofthescoresis17.
FALSE,4,TRUE,01JEQD4FQSW75PWD20RVFET1NE,Can you provide practice problems on applying angle properties of circles?,"In the figure, points E, F, G, and H are located on a circle with the center at O. The line EG is a tangent to the circle at point E, and line FH is a tangent at point F. The measure of angle \( \angle EOF \) is \( 116^\circ \), and the angle \( \angle EGH = 36^\circ \). (a) Determine the size of (i) \( \angle EHF \), (ii) \( \angle EGF \). (b) Is line OF parallel to line EG? Provide reasoning to support your answer.","(i)\(244^\circ\);(ii)\(36^\circ\).No,OFisnotparalleltoEGduetotheangleconfiguration."
FALSE,4,TRUE,01JEQD4AAWY0PS8N1X3MRCPV35,"Could you give me some problems to practice calculating mean, median, and mode?","Five friends are planning a trip and they noted down the distances they have traveled (in kilometers) for leisure over different weekends. The median distance of these trips is 15 km, the mode is 12 km, and the mean is 18 km. The range of these distances is 30 km. Determine the five distances traveled by the friends.","Thedistancesare12km,12km,15km,15km,and42km."
FALSE,4,TRUE,01JEQD4SMNSQYN7TEV7VN1GM94,I need exercises involving angle properties in circle geometry; can you help?,"Given a circle with center O, point A is located on the circle, and line AP is tangent to the circle at A. Points B, C, and D lie on the circle such that \\
\angle BOC = 130^\circ\\ and \angle DAP = 50^\circ. \\
(a) Determine (i) \angle BAC, (ii) \angle BDC. \\
(b) Discuss if AC is parallel to DO.","(i)\angleBAC=50^\circ,(ii)\angleBDCdependsonfullpiecesettingswithinprovidedproblemcontext,(b)ACisparalleltoDO."
FALSE,4,TRUE,01JEQD4W2VST2V7NAHPRTDFVXS,Where can I find practice questions on angles in circles?,"In a circular park, points E, F, G, and H lie on the circumference of the circle with center L. The line EF is a tangent to the circle at point F, and GH is another tangent at point G. If \( \angle FLG = 150^\circ \) and \( \angle EFG = 38^\circ \), determine (a) \( \angle FHG \), (b) \( \angle EHG \), and explain whether line FG is parallel to EH.","(a)\(\angleFHG=105^\circ\),(b)\(\angleEHG=105^\circ\).FGisnotparalleltoEHduetounequalcorrespondingangles."
FALSE,4,TRUE,01JEQD5BX0CB6P45PVD5028WDC,Do you have any sample questions on angle properties of circles?,"Question: In a circle with center \( O \), points \( A \), \( B \), \( C \), and \( D \) lie on the circumference. Line \( AP \) is a tangent at \( A \), and line \( BP \) is a tangent at \( B \). The angle \( \angle AOB = 157^\circ \). Calculate (a) \( \angle ACB \) and (b) \( \angle ADB \). Additionally, explain whether line \( OB \) is parallel to \( AD \).",78.5degrees;168.5degrees.OBisnotparalleltoADwithoutadditionalinformation.
FALSE,4,TRUE,01JEQD5CW6EC767WZAFCYSR8XH,Could you give me some problems to practice applying angle properties in circles?,"A circle with center O has points P, Q, R, and S on its circumference. PQ and QR are tangents to the circle at points P and Q, respectively. Given that \( \angle QOR = 160^\circ \) and \( \angle SPQ = 50^\circ \), find (i) \( \angle PQR \), (ii) \( \angle PSR \).","\(\anglePQR=80^\circ\),\(\anglePSR=80^\circ\)."
FALSE,4,TRUE,01JEQD5TN00VZ23D8DQRR8N9KS,Can you provide practice problems on applying rates in real-world contexts?,"Alice is planning a trip to Malaysia and wants to exchange 300 United States dollars (USD) into Malaysian Ringgit (MYR). The exchange rate is $1 = 4.15 MYR. During her stay, she spends 850 MYR. Upon returning to the United States, she exchanges the remaining ringgit back into dollars at a rate of $1 = 4.20 MYR. Calculate how much Alice receives, rounded to the nearest cent.",94.05USD
FALSE,4,TRUE,01JEQD5Y15N1YAY0SB22ZJTCHC,I need exercises involving real-world rate applications; can you help?,"Robert wants to convert 1000 US dollars (USD) into Japanese yen (JPY) with an exchange rate of 1 USD = 110.53 JPY. After completing his trip to Japan, Robert returns with 84,000 JPY. He converts these back into USD at an exchange rate of 1 USD = 111.45 JPY. How much money does Robert receive in USD? Present your answer to the nearest cent.",753.52USD
FALSE,4,TRUE,01JEQD646Y6NBDQNM622C98BW3,Where can I find practice questions on rates in practical situations?,"Adam is planning to convert 600 Euro (€) into Indian Rupees (INR) for his trip to India. The exchange rate at the time of conversion is €1 = 88.42 INR. During his trip, he spends 35,430 INR. On returning to Europe, he decides to convert the leftover Indian Rupees back to Euro with an exchange rate of €1 = 89.10 INR. Calculate the amount of money Adam receives back in Euro, rounded to the nearest cent.",197.80Euro
FALSE,4,TRUE,01JEQD692ZPAHXTZ6WZ4QS8VQA,Do you have any sample questions on applying rates to real-life problems?,"Michael exchanged 600 Singapore dollars (SGD) into Japanese yen (JPY) when the exchange rate was $1 = 77.50 JPY. During his trip to Japan, he spent 34,120 JPY. Upon returning to Singapore, he exchanged the remaining yen back to dollars at the rate of $1 = 78.00 JPY. Calculate the amount he received in dollars, rounding your answer to the nearest cent.",158.72SGD
FALSE,4,TRUE,01JEQD6EF2WNQGYV58NB4YZ0CM,Could you give me some problems to practice rates in real-world contexts?,"Marcus is planning a trip to Japan and exchanges 800 US dollars ($) into Japanese yen (JPY) while the exchange rate is $1 = 110 JPY. During his trip, he spends 55,000 JPY. Before leaving Japan, Marcus converts the remaining yen back to dollars. If the exchange rate at that time is $1 = 109 JPY, how much does Marcus receive in dollars? Round your answer to the nearest cent.",$302.75 
